pca_feature_0,pca_feature_1,pca_feature_2,pca_feature_3,pca_feature_4,Label
80.96888534842182,51.848942726625154,6.627792868343011,-19.154534923339682,28.174995935410816,Malignant
75.90727836152676,-131.32124711700746,-33.636528980298955,12.340852356440879,-7.543374685879082,Malignant
26.275874101024087,25.03549096703568,9.148724246483173,-11.542529393564386,-13.857553497193472,Malignant
29.197906342701625,11.381742841676845,45.364993681877166,21.066804548047283,-14.639313125418436,Malignant
21.74521693729455,31.726430799958145,-26.943298734629753,-6.337589286154588,-21.963879341129758,Malignant
37.03054636078835,34.4115281419826,-9.881133666447925,-17.628958203540474,11.843576583631958,Malignant
-20.6261362884689,-21.64300406966931,21.256381216498074,-11.250141169435556,-3.139473435902668,Malignant
77.29416272297892,-121.09620858817088,-17.557715587764253,-0.8646637450005275,4.366878127114544,Malignant
87.79366221025239,40.03258772627559,-5.64015848900199,89.15649526086366,-1.5551292404461774,Malignant
69.6778908599955,39.53752755025183,6.542463732893525,-11.458034557350237,5.583393790968618,Malignant
75.64877213338364,50.93740713827919,-23.087288715947704,-1.9442166092854543,-13.566739057949514,Malignant
-6.920731852417652,3.2976347062238514,27.028998902100437,-13.803310980150048,-4.467366479430968,Malignant
-11.328416566688693,12.106744421200423,28.071000447591683,22.361941142109476,8.366115055193253,Malignant
-47.11864544231593,0.30210824801333536,-10.64851563426322,5.4319102711732095,-8.37459654670607,Malignant
-31.194940772002287,-14.01737263862258,47.39930608307917,15.878915588567327,-9.05274938287247,Malignant
28.154855662655464,38.08386809953763,-39.71111581639419,-6.801648908971147,-4.864466739291687,Malignant
-3.167751768714912,9.237410291790134,25.457514124033775,-0.45110593556977946,11.674014522869344,Malignant
106.82639010878992,-73.30366763597564,6.58726325250639,1.8237957062379895,24.34424980191331,Malignant
-37.730973815447754,0.21184318702823926,-9.909669306221716,-6.98576738613487,4.962629769230181,Normal
-8.445472657451983,16.053714744934183,-22.34627814970354,29.991489676990778,-17.924169775027842,Normal
-9.751752549064546,8.309942865042123,28.485064673912433,-12.93188642793725,-5.899870525135781,Normal
-21.166115376816837,14.236816515486495,-12.099962487544834,-4.145814373421573,7.830381613727053,Normal
-91.43249458645724,-9.411547499692688,-43.89576176082038,0.12596799987808469,23.028487807574066,Normal
-24.02768825488452,-96.55065712817465,-3.856874855453234,-8.891934123689332,-20.15306782312906,Normal
-64.525399652172,-0.1259306384148256,-60.91251914657034,3.617479530971065,-2.698907586800272,Normal
-29.832747422819462,0.3473447086722688,11.583620364620833,-7.124881175723145,-13.473067913300284,Normal
-24.536656362687015,-71.47606815405788,36.14058466935147,-12.73159918605393,-1.9046075238332696,Normal
-26.303422986092276,-0.53873175911071,23.20866466408571,96.1347760089366,15.339114811189384,Normal
9.026203113557223,9.534379406280195,16.867316082764773,13.27989514870532,-13.85237251437154,Normal
-54.66811108485113,1.3956637230144988,-10.603520281732282,-6.802982341834624,15.619968423999822,Normal
-22.85571660825365,10.321688337258148,-7.24119147068798,-8.816220506879002,-3.874983590474479,Normal
-60.10606261778734,-8.174862292017687,26.854430613746825,-15.82466748428405,-4.678152103339377,Normal
-84.83031932141543,-8.112998215396791,-6.0376207954046475,4.945071986622474,21.073353916121558,Normal
-82.57786738855297,-33.43140599231355,-8.903853195219849,20.370406941656153,-7.88565103641378,Normal
-36.7079113892717,12.992053668871502,-38.59646651614851,-13.17075233203563,11.668870186405357,Normal
-58.89259456744857,-0.46861578307162205,-26.452890991021256,28.673122308553246,21.612664709356334,Normal
-17.398197538144796,18.43479570844449,-49.01130042060576,-1.1911837190489722,-12.179040848404256,Normal
